document_id,method,judge,criterion,score,ok,error,prompt_tokens,completion_tokens
785f402aca89fd9c,naive,llama-3.3-70b,clarity,85,True,,574,96
785f402aca89fd9c,naive,llama-3.3-70b,informativeness,68,True,,613,96
785f402aca89fd9c,naive,gemini-2.0-flash,clarity,75,True,,572,65
785f402aca89fd9c,naive,gemini-2.0-flash,informativeness,65,True,,608,63
785f402aca89fd9c,lit_informed,llama-3.3-70b,clarity,90,True,,578,85
785f402aca89fd9c,lit_informed,llama-3.3-70b,informativeness,82,True,,617,87
785f402aca89fd9c,lit_informed,gemini-2.0-flash,clarity,75,True,,574,65
785f402aca89fd9c,lit_informed,gemini-2.0-flash,informativeness,70,True,,610,65
78019e891236dfd9,naive,llama-3.3-70b,clarity,90,True,,568,78
78019e891236dfd9,naive,llama-3.3-70b,informativeness,30,True,,607,99
78019e891236dfd9,naive,gemini-2.0-flash,clarity,85,True,,562,57
78019e891236dfd9,naive,gemini-2.0-flash,informativeness,45,True,,598,94
78019e891236dfd9,lit_informed,llama-3.3-70b,clarity,90,True,,560,74
78019e891236dfd9,lit_informed,llama-3.3-70b,informativeness,30,True,,599,85
78019e891236dfd9,lit_informed,gemini-2.0-flash,clarity,85,True,,555,47
78019e891236dfd9,lit_informed,gemini-2.0-flash,informativeness,30,True,,591,78
2f2796533557850f,naive,llama-3.3-70b,clarity,90,True,,604,86
2f2796533557850f,naive,llama-3.3-70b,informativeness,80,True,,643,79
2f2796533557850f,naive,gemini-2.0-flash,clarity,75,True,,598,46
2f2796533557850f,naive,gemini-2.0-flash,informativeness,55,True,,634,73
2f2796533557850f,lit_informed,llama-3.3-70b,clarity,90,True,,601,84
2f2796533557850f,lit_informed,llama-3.3-70b,informativeness,75,True,,640,103
2f2796533557850f,lit_informed,gemini-2.0-flash,clarity,85,True,,596,49
2f2796533557850f,lit_informed,gemini-2.0-flash,informativeness,65,True,,632,81
05b82240f4d1c794,naive,llama-3.3-70b,clarity,82,True,,593,88
05b82240f4d1c794,naive,llama-3.3-70b,informativeness,61,True,,632,105
05b82240f4d1c794,naive,gemini-2.0-flash,clarity,75,True,,588,54
05b82240f4d1c794,naive,gemini-2.0-flash,informativeness,65,True,,624,65
05b82240f4d1c794,lit_informed,llama-3.3-70b,clarity,90,True,,589,72
05b82240f4d1c794,lit_informed,llama-3.3-70b,informativeness,68,True,,628,108
05b82240f4d1c794,lit_informed,gemini-2.0-flash,clarity,85,True,,587,49
05b82240f4d1c794,lit_informed,gemini-2.0-flash,informativeness,65,True,,623,65
1a8101de41fd831e,naive,llama-3.3-70b,clarity,90,True,,564,86
1a8101de41fd831e,naive,llama-3.3-70b,informativeness,50,True,,603,108
1a8101de41fd831e,naive,gemini-2.0-flash,clarity,75,True,,561,62
1a8101de41fd831e,naive,gemini-2.0-flash,informativeness,55,True,,597,58
1a8101de41fd831e,lit_informed,llama-3.3-70b,clarity,90,True,,587,77
1a8101de41fd831e,lit_informed,llama-3.3-70b,informativeness,73,True,,626,88
1a8101de41fd831e,lit_informed,gemini-2.0-flash,clarity,85,True,,582,51
1a8101de41fd831e,lit_informed,gemini-2.0-flash,informativeness,65,True,,618,62
7ea00af60e5888aa,naive,llama-3.3-70b,clarity,90,True,,598,81
7ea00af60e5888aa,naive,llama-3.3-70b,informativeness,75,True,,637,93
7ea00af60e5888aa,naive,gemini-2.0-flash,clarity,85,True,,593,53
7ea00af60e5888aa,naive,gemini-2.0-flash,informativeness,55,True,,629,60
7ea00af60e5888aa,lit_informed,llama-3.3-70b,clarity,90,True,,590,80
7ea00af60e5888aa,lit_informed,llama-3.3-70b,informativeness,80,True,,629,81
7ea00af60e5888aa,lit_informed,gemini-2.0-flash,clarity,85,True,,590,54
7ea00af60e5888aa,lit_informed,gemini-2.0-flash,informativeness,70,True,,626,63
bdccf92dd6935359,naive,llama-3.3-70b,clarity,90,True,,612,82
bdccf92dd6935359,naive,llama-3.3-70b,informativeness,85,True,,651,109
bdccf92dd6935359,naive,gemini-2.0-flash,clarity,90,True,,610,53
bdccf92dd6935359,naive,gemini-2.0-flash,informativeness,75,True,,646,62
bdccf92dd6935359,lit_informed,llama-3.3-70b,clarity,95,True,,618,84
bdccf92dd6935359,lit_informed,llama-3.3-70b,informativeness,81,True,,657,95
bdccf92dd6935359,lit_informed,gemini-2.0-flash,clarity,85,True,,615,50
bdccf92dd6935359,lit_informed,gemini-2.0-flash,informativeness,75,True,,651,63
e37a81dfd95da419,naive,llama-3.3-70b,clarity,90,True,,580,79
e37a81dfd95da419,naive,llama-3.3-70b,informativeness,78,True,,619,95
e37a81dfd95da419,naive,gemini-2.0-flash,clarity,85,True,,574,47
e37a81dfd95da419,naive,gemini-2.0-flash,informativeness,75,True,,610,65
e37a81dfd95da419,lit_informed,llama-3.3-70b,clarity,90,True,,586,76
e37a81dfd95da419,lit_informed,llama-3.3-70b,informativeness,80,True,,625,121
e37a81dfd95da419,lit_informed,gemini-2.0-flash,clarity,85,True,,580,55
e37a81dfd95da419,lit_informed,gemini-2.0-flash,informativeness,70,True,,616,64
d32e792227a65530,naive,llama-3.3-70b,clarity,90,True,,636,86
d32e792227a65530,naive,llama-3.3-70b,informativeness,40,True,,675,106
d32e792227a65530,naive,gemini-2.0-flash,clarity,85,True,,628,49
d32e792227a65530,naive,gemini-2.0-flash,informativeness,55,True,,664,70
d32e792227a65530,lit_informed,llama-3.3-70b,clarity,90,True,,658,78
d32e792227a65530,lit_informed,llama-3.3-70b,informativeness,81,True,,697,85
d32e792227a65530,lit_informed,gemini-2.0-flash,clarity,85,True,,646,51
d32e792227a65530,lit_informed,gemini-2.0-flash,informativeness,75,True,,682,79
bedc0a6a0ec03ed0,naive,llama-3.3-70b,clarity,90,True,,580,77
bedc0a6a0ec03ed0,naive,llama-3.3-70b,informativeness,41,True,,619,87
bedc0a6a0ec03ed0,naive,gemini-2.0-flash,clarity,75,True,,576,70
bedc0a6a0ec03ed0,naive,gemini-2.0-flash,informativeness,35,True,,612,71
bedc0a6a0ec03ed0,lit_informed,llama-3.3-70b,clarity,90,True,,571,77
bedc0a6a0ec03ed0,lit_informed,llama-3.3-70b,informativeness,65,True,,610,95
bedc0a6a0ec03ed0,lit_informed,gemini-2.0-flash,clarity,75,True,,567,62
bedc0a6a0ec03ed0,lit_informed,gemini-2.0-flash,informativeness,45,True,,603,82
56e222895cca8876,naive,llama-3.3-70b,clarity,90,True,,630,83
56e222895cca8876,naive,llama-3.3-70b,informativeness,90,True,,669,100
56e222895cca8876,naive,gemini-2.0-flash,clarity,90,True,,627,49
56e222895cca8876,naive,gemini-2.0-flash,informativeness,65,True,,663,72
56e222895cca8876,lit_informed,llama-3.3-70b,clarity,95,True,,638,72
56e222895cca8876,lit_informed,llama-3.3-70b,informativeness,60,True,,677,100
56e222895cca8876,lit_informed,gemini-2.0-flash,clarity,90,True,,633,45
56e222895cca8876,lit_informed,gemini-2.0-flash,informativeness,65,True,,669,63
bef9bf3d329cffa0,naive,llama-3.3-70b,clarity,90,True,,581,82
bef9bf3d329cffa0,naive,llama-3.3-70b,informativeness,80,True,,620,85
bef9bf3d329cffa0,naive,gemini-2.0-flash,clarity,90,True,,573,58
bef9bf3d329cffa0,naive,gemini-2.0-flash,informativeness,75,True,,609,57
bef9bf3d329cffa0,lit_informed,llama-3.3-70b,clarity,90,True,,565,76
bef9bf3d329cffa0,lit_informed,llama-3.3-70b,informativeness,80,True,,604,78
bef9bf3d329cffa0,lit_informed,gemini-2.0-flash,clarity,85,True,,558,54
bef9bf3d329cffa0,lit_informed,gemini-2.0-flash,informativeness,75,True,,594,65
525eb53e6a381dff,naive,llama-3.3-70b,clarity,90,True,,582,68
525eb53e6a381dff,naive,llama-3.3-70b,informativeness,55,True,,621,102
525eb53e6a381dff,naive,gemini-2.0-flash,clarity,75,True,,575,58
525eb53e6a381dff,naive,gemini-2.0-flash,informativeness,55,True,,611,73
525eb53e6a381dff,lit_informed,llama-3.3-70b,clarity,90,True,,611,82
525eb53e6a381dff,lit_informed,llama-3.3-70b,informativeness,73,True,,650,87
525eb53e6a381dff,lit_informed,gemini-2.0-flash,clarity,85,True,,604,50
525eb53e6a381dff,lit_informed,gemini-2.0-flash,informativeness,65,True,,640,61
0b52420f9d02601b,naive,llama-3.3-70b,clarity,90,True,,566,68
0b52420f9d02601b,naive,llama-3.3-70b,informativeness,55,True,,605,99
0b52420f9d02601b,naive,gemini-2.0-flash,clarity,85,True,,562,54
0b52420f9d02601b,naive,gemini-2.0-flash,informativeness,45,True,,598,79
0b52420f9d02601b,lit_informed,llama-3.3-70b,clarity,90,True,,572,81
0b52420f9d02601b,lit_informed,llama-3.3-70b,informativeness,61,True,,611,97
0b52420f9d02601b,lit_informed,gemini-2.0-flash,clarity,90,True,,565,54
0b52420f9d02601b,lit_informed,gemini-2.0-flash,informativeness,55,True,,601,65
a6dc02edeaa5fb04,naive,llama-3.3-70b,clarity,90,True,,585,95
a6dc02edeaa5fb04,naive,llama-3.3-70b,informativeness,40,True,,624,111
a6dc02edeaa5fb04,naive,gemini-2.0-flash,clarity,75,True,,583,60
a6dc02edeaa5fb04,naive,gemini-2.0-flash,informativeness,35,True,,619,77
a6dc02edeaa5fb04,lit_informed,llama-3.3-70b,clarity,90,True,,565,82
a6dc02edeaa5fb04,lit_informed,llama-3.3-70b,informativeness,41,True,,604,94
a6dc02edeaa5fb04,lit_informed,gemini-2.0-flash,clarity,85,True,,563,45
a6dc02edeaa5fb04,lit_informed,gemini-2.0-flash,informativeness,65,True,,599,72
e0992cfcfec445b2,naive,llama-3.3-70b,clarity,90,True,,587,80
e0992cfcfec445b2,naive,llama-3.3-70b,informativeness,50,True,,626,95
e0992cfcfec445b2,naive,gemini-2.0-flash,clarity,75,True,,578,45
e0992cfcfec445b2,naive,gemini-2.0-flash,informativeness,55,True,,614,67
e0992cfcfec445b2,lit_informed,llama-3.3-70b,clarity,90,True,,619,106
e0992cfcfec445b2,lit_informed,llama-3.3-70b,informativeness,65,True,,642,106
e0992cfcfec445b2,lit_informed,gemini-2.0-flash,clarity,85,True,,598,45
e0992cfcfec445b2,lit_informed,gemini-2.0-flash,informativeness,65,True,,634,71
cd35ed2d33f6a2b1,naive,llama-3.3-70b,clarity,90,True,,668,87
cd35ed2d33f6a2b1,naive,llama-3.3-70b,informativeness,85,True,,707,89
cd35ed2d33f6a2b1,naive,gemini-2.0-flash,clarity,68,True,,663,50
cd35ed2d33f6a2b1,naive,gemini-2.0-flash,informativeness,65,True,,699,56
cd35ed2d33f6a2b1,lit_informed,llama-3.3-70b,clarity,90,True,,692,84
cd35ed2d33f6a2b1,lit_informed,llama-3.3-70b,informativeness,82,True,,731,87
cd35ed2d33f6a2b1,lit_informed,gemini-2.0-flash,clarity,85,True,,693,46
cd35ed2d33f6a2b1,lit_informed,gemini-2.0-flash,informativeness,65,True,,729,63
39c9aabaa3691cdf,naive,llama-3.3-70b,clarity,78,True,,590,89
39c9aabaa3691cdf,naive,llama-3.3-70b,informativeness,41,True,,629,94
39c9aabaa3691cdf,naive,gemini-2.0-flash,clarity,75,True,,584,57
39c9aabaa3691cdf,naive,gemini-2.0-flash,informativeness,50,True,,620,70
39c9aabaa3691cdf,lit_informed,llama-3.3-70b,clarity,90,True,,604,75
39c9aabaa3691cdf,lit_informed,llama-3.3-70b,informativeness,50,True,,643,92
39c9aabaa3691cdf,lit_informed,gemini-2.0-flash,clarity,85,True,,596,48
39c9aabaa3691cdf,lit_informed,gemini-2.0-flash,informativeness,50,True,,632,66
89e80788d130a738,naive,llama-3.3-70b,clarity,90,True,,611,74
89e80788d130a738,naive,llama-3.3-70b,informativeness,61,True,,650,104
89e80788d130a738,naive,gemini-2.0-flash,clarity,75,True,,604,64
89e80788d130a738,naive,gemini-2.0-flash,informativeness,65,True,,640,86
89e80788d130a738,lit_informed,llama-3.3-70b,clarity,90,True,,600,74
89e80788d130a738,lit_informed,llama-3.3-70b,informativeness,75,True,,639,87
89e80788d130a738,lit_informed,gemini-2.0-flash,clarity,85,True,,592,48
89e80788d130a738,lit_informed,gemini-2.0-flash,informativeness,65,True,,628,69
ea89d3f6c707c4f2,naive,llama-3.3-70b,clarity,90,True,,591,75
ea89d3f6c707c4f2,naive,llama-3.3-70b,informativeness,55,True,,630,103
ea89d3f6c707c4f2,naive,gemini-2.0-flash,clarity,72,True,,588,59
ea89d3f6c707c4f2,naive,gemini-2.0-flash,informativeness,65,True,,624,66
ea89d3f6c707c4f2,lit_informed,llama-3.3-70b,clarity,85,True,,584,90
ea89d3f6c707c4f2,lit_informed,llama-3.3-70b,informativeness,50,True,,623,101
ea89d3f6c707c4f2,lit_informed,gemini-2.0-flash,clarity,72,True,,578,53
ea89d3f6c707c4f2,lit_informed,gemini-2.0-flash,informativeness,45,True,,614,77
0fff5b7448db9135,naive,llama-3.3-70b,clarity,95,True,,625,74
0fff5b7448db9135,naive,llama-3.3-70b,informativeness,85,True,,664,95
0fff5b7448db9135,naive,gemini-2.0-flash,clarity,85,True,,620,50
0fff5b7448db9135,naive,gemini-2.0-flash,informativeness,75,True,,656,75
0fff5b7448db9135,lit_informed,llama-3.3-70b,clarity,95,True,,616,80
0fff5b7448db9135,lit_informed,llama-3.3-70b,informativeness,85,True,,655,92
0fff5b7448db9135,lit_informed,gemini-2.0-flash,clarity,85,True,,612,50
0fff5b7448db9135,lit_informed,gemini-2.0-flash,informativeness,65,True,,648,58
64fe2cfa1a9c325b,naive,llama-3.3-70b,clarity,85,True,,594,77
64fe2cfa1a9c325b,naive,llama-3.3-70b,informativeness,50,True,,633,107
64fe2cfa1a9c325b,naive,gemini-2.0-flash,clarity,75,True,,587,56
64fe2cfa1a9c325b,naive,gemini-2.0-flash,informativeness,55,True,,623,74
64fe2cfa1a9c325b,lit_informed,llama-3.3-70b,clarity,90,True,,584,69
64fe2cfa1a9c325b,lit_informed,llama-3.3-70b,informativeness,73,True,,623,102
64fe2cfa1a9c325b,lit_informed,gemini-2.0-flash,clarity,85,True,,581,48
64fe2cfa1a9c325b,lit_informed,gemini-2.0-flash,informativeness,70,True,,617,66
7095e819facada4e,naive,llama-3.3-70b,clarity,90,True,,593,90
7095e819facada4e,naive,llama-3.3-70b,informativeness,55,True,,632,96
7095e819facada4e,naive,gemini-2.0-flash,clarity,85,True,,587,43
7095e819facada4e,naive,gemini-2.0-flash,informativeness,55,True,,623,66
7095e819facada4e,lit_informed,llama-3.3-70b,clarity,90,True,,595,74
7095e819facada4e,lit_informed,llama-3.3-70b,informativeness,55,True,,634,116
7095e819facada4e,lit_informed,gemini-2.0-flash,clarity,85,True,,588,41
7095e819facada4e,lit_informed,gemini-2.0-flash,informativeness,55,True,,624,67
d77efc3b5b0499a9,naive,llama-3.3-70b,clarity,95,True,,638,79
d77efc3b5b0499a9,naive,llama-3.3-70b,informativeness,90,True,,677,92
d77efc3b5b0499a9,naive,gemini-2.0-flash,clarity,90,True,,635,48
d77efc3b5b0499a9,naive,gemini-2.0-flash,informativeness,75,True,,671,69
d77efc3b5b0499a9,lit_informed,llama-3.3-70b,clarity,95,True,,617,72
d77efc3b5b0499a9,lit_informed,llama-3.3-70b,informativeness,90,True,,656,84
d77efc3b5b0499a9,lit_informed,gemini-2.0-flash,clarity,90,True,,615,48
d77efc3b5b0499a9,lit_informed,gemini-2.0-flash,informativeness,75,True,,651,64
863091fb20084275,naive,llama-3.3-70b,clarity,95,True,,620,74
863091fb20084275,naive,llama-3.3-70b,informativeness,80,True,,659,89
863091fb20084275,naive,gemini-2.0-flash,clarity,85,True,,613,55
863091fb20084275,naive,gemini-2.0-flash,informativeness,55,True,,649,76
863091fb20084275,lit_informed,llama-3.3-70b,clarity,95,True,,619,86
863091fb20084275,lit_informed,llama-3.3-70b,informativeness,80,True,,658,85
863091fb20084275,lit_informed,gemini-2.0-flash,clarity,85,True,,611,51
863091fb20084275,lit_informed,gemini-2.0-flash,informativeness,65,True,,647,72
74a9f7c2ec8e9995,naive,llama-3.3-70b,clarity,95,True,,627,83
74a9f7c2ec8e9995,naive,llama-3.3-70b,informativeness,75,True,,666,88
74a9f7c2ec8e9995,naive,gemini-2.0-flash,clarity,85,True,,619,44
74a9f7c2ec8e9995,naive,gemini-2.0-flash,informativeness,70,True,,655,59
74a9f7c2ec8e9995,lit_informed,llama-3.3-70b,clarity,90,True,,599,74
74a9f7c2ec8e9995,lit_informed,llama-3.3-70b,informativeness,77,True,,638,91
74a9f7c2ec8e9995,lit_informed,gemini-2.0-flash,clarity,85,True,,593,50
74a9f7c2ec8e9995,lit_informed,gemini-2.0-flash,informativeness,70,True,,629,75
bfd5a54227b0337d,naive,llama-3.3-70b,clarity,90,True,,652,92
bfd5a54227b0337d,naive,llama-3.3-70b,informativeness,80,True,,691,90
bfd5a54227b0337d,naive,gemini-2.0-flash,clarity,75,True,,648,67
bfd5a54227b0337d,naive,gemini-2.0-flash,informativeness,55,True,,684,86
bfd5a54227b0337d,lit_informed,llama-3.3-70b,clarity,90,True,,647,103
bfd5a54227b0337d,lit_informed,llama-3.3-70b,informativeness,85,True,,686,106
bfd5a54227b0337d,lit_informed,gemini-2.0-flash,clarity,85,True,,638,41
bfd5a54227b0337d,lit_informed,gemini-2.0-flash,informativeness,75,True,,674,69
97b87b3ab42b403a,naive,llama-3.3-70b,clarity,90,True,,579,73
97b87b3ab42b403a,naive,llama-3.3-70b,informativeness,55,True,,618,103
97b87b3ab42b403a,naive,gemini-2.0-flash,clarity,85,True,,574,50
97b87b3ab42b403a,naive,gemini-2.0-flash,informativeness,55,True,,610,54
97b87b3ab42b403a,lit_informed,llama-3.3-70b,clarity,90,True,,586,79
97b87b3ab42b403a,lit_informed,llama-3.3-70b,informativeness,40,True,,625,99
97b87b3ab42b403a,lit_informed,gemini-2.0-flash,clarity,85,True,,577,46
97b87b3ab42b403a,lit_informed,gemini-2.0-flash,informativeness,55,True,,613,59
3e038efd39410b53,naive,llama-3.3-70b,clarity,90,True,,605,75
3e038efd39410b53,naive,llama-3.3-70b,informativeness,81,True,,644,104
3e038efd39410b53,naive,gemini-2.0-flash,clarity,85,True,,594,53
3e038efd39410b53,naive,gemini-2.0-flash,informativeness,65,True,,630,70
3e038efd39410b53,lit_informed,llama-3.3-70b,clarity,95,True,,603,76
3e038efd39410b53,lit_informed,llama-3.3-70b,informativeness,81,True,,642,107
3e038efd39410b53,lit_informed,gemini-2.0-flash,clarity,85,True,,593,54
3e038efd39410b53,lit_informed,gemini-2.0-flash,informativeness,70,True,,629,74
889e242ff240d38b,naive,llama-3.3-70b,clarity,95,True,,596,78
889e242ff240d38b,naive,llama-3.3-70b,informativeness,80,True,,635,84
889e242ff240d38b,naive,gemini-2.0-flash,clarity,85,True,,590,53
889e242ff240d38b,naive,gemini-2.0-flash,informativeness,75,True,,626,72
889e242ff240d38b,lit_informed,llama-3.3-70b,clarity,90,True,,607,80
889e242ff240d38b,lit_informed,llama-3.3-70b,informativeness,70,True,,646,93
889e242ff240d38b,lit_informed,gemini-2.0-flash,clarity,85,True,,602,53
889e242ff240d38b,lit_informed,gemini-2.0-flash,informativeness,65,True,,638,61
c31d66e369629325,naive,llama-3.3-70b,clarity,90,True,,636,76
c31d66e369629325,naive,llama-3.3-70b,informativeness,81,True,,675,86
c31d66e369629325,naive,gemini-2.0-flash,clarity,85,True,,629,49
c31d66e369629325,naive,gemini-2.0-flash,informativeness,65,True,,665,66
c31d66e369629325,lit_informed,llama-3.3-70b,clarity,90,True,,598,74
c31d66e369629325,lit_informed,llama-3.3-70b,informativeness,85,True,,637,94
c31d66e369629325,lit_informed,gemini-2.0-flash,clarity,90,True,,592,54
c31d66e369629325,lit_informed,gemini-2.0-flash,informativeness,75,True,,628,68
c54a9e6d6cf85712,naive,llama-3.3-70b,clarity,95,True,,651,79
c54a9e6d6cf85712,naive,llama-3.3-70b,informativeness,85,True,,690,79
c54a9e6d6cf85712,naive,gemini-2.0-flash,clarity,85,True,,645,45
c54a9e6d6cf85712,naive,gemini-2.0-flash,informativeness,65,True,,681,70
c54a9e6d6cf85712,lit_informed,llama-3.3-70b,clarity,95,True,,638,86
c54a9e6d6cf85712,lit_informed,llama-3.3-70b,informativeness,82,True,,677,90
c54a9e6d6cf85712,lit_informed,gemini-2.0-flash,clarity,90,True,,633,57
c54a9e6d6cf85712,lit_informed,gemini-2.0-flash,informativeness,75,True,,669,64
057ff2c32392f26f,naive,llama-3.3-70b,clarity,95,True,,622,79
057ff2c32392f26f,naive,llama-3.3-70b,informativeness,80,True,,661,91
057ff2c32392f26f,naive,gemini-2.0-flash,clarity,85,True,,614,48
057ff2c32392f26f,naive,gemini-2.0-flash,informativeness,65,True,,650,59
057ff2c32392f26f,lit_informed,llama-3.3-70b,clarity,90,True,,586,76
057ff2c32392f26f,lit_informed,llama-3.3-70b,informativeness,80,True,,625,79
057ff2c32392f26f,lit_informed,gemini-2.0-flash,clarity,85,True,,578,50
057ff2c32392f26f,lit_informed,gemini-2.0-flash,informativeness,70,True,,614,66
5b1a59dd1d9b4792,naive,llama-3.3-70b,clarity,85,True,,618,68
5b1a59dd1d9b4792,naive,llama-3.3-70b,informativeness,55,True,,657,85
